troomt"object"t"subset"t"dataset_prob"tscore
0tbedtpillowtbedt1.0t-0.2292351950940216
1tbedt"bolster"tbedt1.0t-0.16871954694455235
2tbedt"mattress cover"tbedt1.0t-0.36159370270266133
426t"mortise lock"tjambtdoort0.0t-0.10584309069099024
427t"mortise lock"tdoorknobtdoort0.0t-0.3259950159395501
428t"mortise lock"t"threshold"tdoort0.0t0.025947437395662062
429t"mortise lock"t"weatherboard"tdoort0.0t-0.18436629820800188
430t"mortise lock"tlock railtdoort0.0t-0.11294768799668972
431t"mortise lock"t"shutting stile"tdoort0.0t-0.07410057973124418
432t"mortise lock"theadertdoort0.0t0.0013199883914843903
433t"mortise lock"tringt"mortise lock"t1.0t0.023089043530666663
434t"mortise lock"tkeywayt"mortise lock"t1.0t-0.05131732113504306
435t"mortise lock"t"cotter pin"t"mortise lock"t1.0t-0.1331973168987001
436t"mortise lock"tspringt"mortise lock"t1.0t-0.03882820814334173
437t"mortise lock"t"rotor"t"mortise lock"t1.0t0.036061579260121907
438t"mortise lock"tcylinder caset"mortise lock"t1.0t-0.09097078881897842
439t"mortise lock"tkeyt"mortise lock"t1.0t-0.006777447261579541
440t"mortise lock"t"faceplate"t"mortise lock"t1.0t-0.11328914256289263
441t"mortise lock"t"dead bolt"t"mortise lock"t1.0t-0.13809782346535043
442t"mortise lock"tcylindert"mortise lock"t1.0t0.03257272922151864
443t"mortise lock"t"stator"t"mortise lock"t1.0t-0.15688097729237171
444t"mortise lock"t"strike plate"t"mortise lock"t1.0t-0.05374924554464031
445t"mortise lock"t"valve seat shaft"t"toilet"t0.0t-0.07040379463594269
446t"mortise lock"t"tank lid"t"toilet"t0.0t-0.1539383042410919
447t"mortise lock"tconical washert"toilet"t0.0t-0.11368030111968788
448t"mortise lock"t"lift chain"t"toilet"t0.0t-0.06506266510516984
449t"mortise lock"t"seat"t"toilet"t0.0t-0.07034373741025836
450t"mortise lock"t"shutoff valve"t"toilet"t0.0t-0.16894724672747044
451t"mortise lock"t"trip lever"t"toilet"t0.0t-0.15015613609565925
452t"mortise lock"tball-cock supply valvet"toilet"t0.0t0.08485874918694686
453t"mortise lock"t"toilet bowl"t"toilet"t0.0t-0.14214476066900902
454t"mortise lock"tflush handlet"toilet"t0.0t-0.1352350175942232
455t"mortise lock"twax sealt"toilet"t0.0t-0.14999558813430358
456t"mortise lock"t"tank ball"t"toilet"t0.0t-0.02562395356934926
457t"mortise lock"t"float ball"t"toilet"t0.0t-0.02337633790452102
458t"mortise lock"t"filler tube"t"toilet"t0.0t-0.1378919559497756
459t"mortise lock"t"waste pipe"t"toilet"t0.0t-0.11185057797815795
460t"mortise lock"t"seat cover"t"toilet"t0.0t-0.1157576947176319
461t"mortise lock"t"cold-water supply line"t"toilet"t0.0t-0.03206637273554748
462t"mortise lock"t"overflow tube"t"toilet"t0.0t-0.0925782121749912
463t"mortise lock"t"trap"t"toilet"t0.0t-0.050201310728446774
464t"mortise lock"t"refill tube"t"toilet"t0.0t-0.19856070244641572
465t"toilet"tpillowtbedt0.0t-0.20271055499050988
466t"toilet"t"bolster"tbedt0.0t0.1051639178698451
467t"toilet"t"mattress cover"tbedt0.0t0.17030450069412653
468t"toilet"tlegtbedt0.0t-0.26062599885715987
469t"toilet"tbox springtbedt0.0t0.27385777020344687
470t"toilet"theadboardtbedt0.0t0.1024242701638324
471t"toilet"t"mattress"tbedt0.0t-0.14065828477927889
472t"toilet"t"pillow protector"tbedt0.0t0.16610182079079275
473t"toilet"t"elastic"tbedt0.0t-0.16310982519875317
474t"toilet"t"footboard"tbedt0.0t0.15827865948673092
475t"toilet"t"switch"t"refrigerator"t0.0t-0.15498174047156293
476t"toilet"t"refrigerator compartment"t"refrigerator"t0.0t0.17155772176263046
477t"toilet"t"egg tray"t"refrigerator"t0.0t0.24579437813796134
478t"toilet"tshelf channelt"refrigerator"t0.0t0.19482669648904102
479t"toilet"t"magnetic gasket"t"refrigerator"t0.0t-0.01647487637644486
480t"toilet"t"storage door"t"refrigerator"t0.0t0.09143398931782333
481t"toilet"tfreezer doort"refrigerator"t0.0t0.2530693687433968
482t"toilet"tguard railt"refrigerator"t0.0t0.22600581227628402
483t"toilet"tcrispert"refrigerator"t0.0t0.1398599513720414
484t"toilet"tglass covert"refrigerator"t0.0t0.07817031914626112
485t"toilet"t"butter compartment"t"refrigerator"t0.0t0.22801505799092567
486t"toilet"t"thermostat control"t"refrigerator"t0.0t-0.06181568390445146
487t"toilet"t"freezer compartment"t"refrigerator"t0.0t0.2339336931474788
488t"toilet"t"ice cube tray"t"refrigerator"t0.0t0.30105515609635314
489t"toilet"t"meat keeper"t"refrigerator"t0.0t0.11718890801985236
490t"toilet"t"door stop"t"refrigerator"t0.0t0.2818373027916774
491t"toilet"tshelft"refrigerator"t0.0t-0.16945822040832587
492t"toilet"t"dairy compartment"t"refrigerator"t0.0t0.26168125111019663
493t"toilet"tdoor shelft"refrigerator"t0.0t0.22121972085884858
494t"toilet"tdrain hosetdishwashert0.0t0.32245499523142057
495t"toilet"t"overflow protection switch"tdishwashert0.0t0.11441862137772021
496t"toilet"t"tub"tdishwashert0.0t-0.0878911490371222
497t"toilet"tpumptdishwashert0.0t-0.11872643157476935
498t"toilet"t"gasket"tdishwashert0.0t0.0513661384381904
499t"toilet"t"water hose"tdishwashert0.0t0.17523185802331862
500t"toilet"t"heating element"tdishwashert0.0t0.125120935601088
501t"toilet"tracktdishwashert0.0t-0.19797027347300283
502t"toilet"t"cutlery basket"tdishwashert0.0t0.14860283630199247
503t"toilet"t"wash tower"tdishwashert0.0t0.2685067671364164
504t"toilet"t"motor"tdishwashert0.0t-0.13263955316773418
505t"toilet"t"detergent dispenser"tdishwashert0.0t-0.04322556972597028
506t"toilet"tslidetdishwashert0.0t-0.1357031007600145
507t"toilet"t"leveling foot"tdishwashert0.0t0.17216464216049485
508t"toilet"t"insulating material"tdishwashert0.0t0.04078201549856921
509t"toilet"tspray armtdishwashert0.0t0.19757654012720915
510t"toilet"trinse-aid dispensertdishwashert0.0t0.1286752536274434
511t"toilet"tlocktdoort0.0t-0.16501519439125753
512t"toilet"tcornicetdoort0.0t-0.04109231250159945
513t"toilet"t"hanging stile"tdoort0.0t0.40717757521080317
514t"toilet"t"entablature"tdoort0.0t0.0475686413009867
515t"toilet"t"top rail"tdoort0.0t0.1788640259060067
516t"toilet"tmiddle paneltdoort0.0t0.09878078472510612
517t"toilet"t"bottom rail"tdoort0.0t0.20462696100563904
518t"toilet"tpaneltdoort0.0t-0.13711297608347978
519t"toilet"tjambtdoort0.0t0.05534776443960801
520t"toilet"tdoorknobtdoort0.0t0.18731582642186687
521t"toilet"t"threshold"tdoort0.0t-0.15092748362230063
522t"toilet"t"weatherboard"tdoort0.0t0.24086967212637056
523t"toilet"tlock railtdoort0.0t0.17087862798757966
524t"toilet"t"shutting stile"tdoort0.0t0.430665632093552
525t"toilet"theadertdoort0.0t-0.16967035356924604
526t"toilet"tringt"mortise lock"t0.0t-0.2429073571556211
527t"toilet"tkeywayt"mortise lock"t0.0t0.002991770721554508
528t"toilet"t"cotter pin"t"mortise lock"t0.0t0.2113025770434665
529t"toilet"tspringt"mortise lock"t0.0t-0.18210894840123865
530t"toilet"t"rotor"t"mortise lock"t0.0t-0.12819449065537872
531t"toilet"tcylinder caset"mortise lock"t0.0t0.17208278841489533
532t"toilet"tkeyt"mortise lock"t0.0t-0.1775428434621575
533t"toilet"t"faceplate"t"mortise lock"t0.0t0.08319483102438893
534t"toilet"t"dead bolt"t"mortise lock"t0.0t0.2802777811797745
535t"toilet"tcylindert"mortise lock"t0.0t-0.19317409514637457
536t"toilet"t"stator"t"mortise lock"t0.0t0.16026473100528937
537t"toilet"t"strike plate"t"mortise lock"t0.0t0.08460892839388472
538t"toilet"t"valve seat shaft"t"toilet"t1.0t0.1991968624343166
539t"toilet"t"tank lid"t"toilet"t1.0t0.21270720311948194
540t"toilet"tconical washert"toilet"t1.0t0.18973258776744717
541t"toilet"t"lift chain"t"toilet"t1.0t0.13104706755351297
542t"toilet"t"seat"t"toilet"t1.0t-0.2519999162006887
543t"toilet"t"shutoff valve"t"toilet"t1.0t0.18850269437011102
544t"toilet"t"trip lever"t"toilet"t1.0t0.18643469763114873
545t"toilet"tball-cock supply valvet"toilet"t1.0t0.03881732686758638
546t"toilet"t"toilet bowl"t"toilet"t1.0t0.09911243002096784
547t"toilet"tflush handlet"toilet"t1.0t0.17539962228904654
548t"toilet"twax sealt"toilet"t1.0t0.18097406808435468
549t"toilet"t"tank ball"t"toilet"t1.0t0.08286098156799912
550t"toilet"t"float ball"t"toilet"t1.0t0.08505084093266527
551t"toilet"t"filler tube"t"toilet"t1.0t0.20186731965683688
552t"toilet"t"waste pipe"t"toilet"t1.0t0.22132416958712475
553t"toilet"t"seat cover"t"toilet"t1.0t0.14400771830512699
554t"toilet"t"cold-water supply line"t"toilet"t1.0t0.038595031039296394
555t"toilet"t"overflow tube"t"toilet"t1.0t0.23536546235189573
556t"toilet"t"trap"t"toilet"t1.0t-0.18204580235630377
557t"toilet"t"refill tube"t"toilet"t1.0t0.2178498584024489
